permutation,layer,projected_trait,g_1,g_3
296,32,harmlessness,0.014587673523955133,0.04252241437515519
296,32,fairness,0.04025545227641287,0.11176782790472467
296,32,compassion,0.0,0.0
296,40,honesty,0.030716309405833312,0.08681561748183868
296,40,harmlessness,0.02556600530725003,0.07296706326821102
296,40,fairness,0.0,0.0
296,40,compassion,0.0,0.0
296,47,honesty,0.0,0.0
296,47,harmlessness,0.0,0.0
296,47,fairness,0.01846291936326488,0.053416315826229896
296,47,compassion,0.014260413542666545,0.0415949191318128
297,32,honesty,0.0,0.0
297,32,harmlessness,0.045054166970196846,0.1239899711820579
297,32,fairness,0.0,0.0
297,32,compassion,0.0,0.0
297,40,honesty,0.047312373294245536,0.12966737717660595
297,40,harmlessness,0.025756501668352094,0.073484117419244
297,40,fairness,0.0,0.0
297,40,compassion,0.025359828109963182,0.07240702491813414
297,47,honesty,0.0,0.0
297,47,harmlessness,0.0,0.0
297,47,fairness,0.005755350363475815,0.017069568397070536
297,47,compassion,0.0,0.0
298,32,honesty,0.005426775589713359,0.016105524633261453
298,32,harmlessness,0.01138717969764406,0.03340085599440533
298,32,fairness,0.05712727963338776,0.15380851482711405
298,32,compassion,0.002773244320399356,0.008273842189478365
298,40,honesty,0.0,0.0
298,40,harmlessness,0.0,0.0
298,40,fairness,0.0,0.0
298,40,compassion,0.0,0.0
298,47,honesty,0.027655933778561063,0.07861922516586528
298,47,harmlessness,0.0,0.0
298,47,fairness,0.007577026873601237,0.022391754765591756
298,47,compassion,0.0,0.0
299,32,honesty,0.0,0.0
299,32,harmlessness,0.02057565386570475,0.05928721516146646
299,32,fairness,0.020658013559735094,0.059515112670108734
299,32,compassion,0.0,0.0
299,40,honesty,0.0,0.0
299,40,harmlessness,0.04925158495178639,0.13450553344177346
299,40,fairness,0.0,0.0
299,40,compassion,0.0,0.0
299,47,honesty,0.0,0.0
299,47,harmlessness,0.0,0.0
299,47,fairness,0.003335854321383223,0.009941237921191061
299,47,compassion,0.0013818519240313104,0.004134130260384914
300,32,honesty,0.032492038705062135,0.0915282380110632
300,32,harmlessness,0.020173917206511734,0.05817453510986765
300,32,fairness,0.03842602172431132,0.10705097870618839
300,32,compassion,0.02845400837357031,0.08076580342670758
300,40,honesty,0.0011956794616535087,0.0035784809526026354
300,40,harmlessness,0.0,0.0
300,40,fairness,0.0,0.0
300,40,compassion,0.02530306703988229,0.07225276786160822
300,47,honesty,0.017341830678734023,0.050281543991857844
300,47,harmlessness,0.0,0.0
300,47,fairness,0.0,0.0
300,47,compassion,0.0018461053624573716,0.00551794268022871
301,32,honesty,0.03176633029401303,0.08960607832142024
301,32,harmlessness,0.0,0.0
301,32,fairness,0.0,0.0
301,32,compassion,0.04100457702738461,0.11369010199328416
301,40,honesty,0.04005885445044091,0.11126246922996323
301,40,harmlessness,0.0,0.0
301,40,fairness,0.0,0.0
301,40,compassion,0.0,0.0
301,47,honesty,0.0,0.0
301,47,harmlessness,0.0,0.0
301,47,fairness,0.0,0.0
301,47,compassion,0.009737475359256608,0.02865438337369768
302,32,honesty,0.0,0.0
302,32,harmlessness,0.046986719302199144,0.1288515359992861
302,32,fairness,0.009880834459458941,0.02906806980674396
302,32,compassion,0.0,0.0
302,40,honesty,0.01317446095856644,0.038508719629064346
302,40,harmlessness,0.01873463250586353,0.054174036198513575
302,40,fairness,0.0,0.0
302,40,compassion,0.0,0.0
302,47,honesty,0.05385968013892782,0.14586640462459158
302,47,harmlessness,0.0034863955230350963,0.010386761849086316
302,47,fairness,0.0,0.0
302,47,compassion,0.0,0.0
303,32,honesty,0.002489618066620226,0.007431849267451388
303,32,harmlessness,0.00731044299805032,0.02161529424127708
303,32,fairness,0.0047764055483407826,0.014193627601766031
303,32,compassion,0.0,0.0
303,40,honesty,0.016245588919062075,0.04720308299314812
303,40,harmlessness,0.0359060321367726,0.10050091802551893
303,40,fairness,0.0,0.0
303,40,compassion,0.0,0.0
303,47,honesty,0.04281933335161308,0.11832482021382806
303,47,harmlessness,0.007212296908646291,0.021329225314341976
303,47,fairness,0.020887796540828882,0.06015056413168905
303,47,compassion,0.017179720593526054,0.04982712945649799
304,32,honesty,0.0,0.0
304,32,harmlessness,0.04535600984356548,0.12475156326756841
304,32,fairness,0.0,0.0
304,32,compassion,0.002471237652208378,0.007377251075370631
304,40,honesty,0.0,0.0
304,40,harmlessness,0.0,0.0
304,40,fairness,0.03545668455963845,0.09932647844932077
304,40,compassion,0.0,0.0
304,47,honesty,0.0,0.0
304,47,harmlessness,0.0,0.0
304,47,fairness,0.0026526463763842665,0.007915942735526678
304,47,compassion,0.06253897819745127,0.16675905302912203
305,32,honesty,0.0,0.0
305,32,harmlessness,0.0,0.0
305,32,fairness,0.0,0.0
305,32,compassion,0.00022605968823492077,0.000677872585374137
305,40,honesty,0.0036499961141418205,0.010870632807414808
305,40,harmlessness,0.019457601189726587,0.05618630224631142
305,40,fairness,0.0,0.0
305,40,compassion,0.0,0.0
305,47,honesty,0.011131219152408361,0.03266642322552774
305,47,harmlessness,0.0,0.0
305,47,fairness,0.008088103245015774,0.023878053412467255
305,47,compassion,0.008925227518096438,0.026306106581577563
306,32,honesty,0.0,0.0
306,32,harmlessness,0.010069040054533442,0.029610815195106503
306,32,fairness,0.011568048727016573,0.03391938400708112
306,32,compassion,0.011295058559834535,0.0331366156509981
306,40,honesty,0.023716054464769244,0.06792627683241466
306,40,harmlessness,0.0,0.0
306,40,fairness,0.023857734475418137,0.06831358851456737
306,40,compassion,0.0,0.0
306,47,honesty,0.003348742047624744,0.009979389341479374
306,47,harmlessness,0.02051978112759527,0.05913256865035043
306,47,fairness,0.012396421434129907,0.036289543356198585
306,47,compassion,0.030252166504187463,0.08557862206475839
307,32,honesty,0.0,0.0
307,32,harmlessness,0.0,0.0
307,32,fairness,0.0,0.0
307,32,compassion,0.013002390395909998,0.03801850821555254
307,40,honesty,0.0,0.0
307,40,harmlessness,0.0,0.0
307,40,fairness,0.05136472579996484,0.1397388789936844
307,40,compassion,0.014345255564317079,0.041835485238154155
307,47,honesty,0.0,0.0
307,47,harmlessness,0.0,0.0
307,47,fairness,0.028625820336031133,0.08122707755128547
307,47,compassion,0.0,0.0
308,32,honesty,0.0,0.0
308,32,harmlessness,0.0415094295626163,0.11498256714424335
308,32,fairness,0.005976460449054324,0.017717604225353328
308,32,compassion,0.0,0.0
308,40,honesty,0.006905259005268887,0.02043357870902592
308,40,harmlessness,0.0,0.0
308,40,fairness,0.013449385958494195,0.03929127094013529
308,40,compassion,0.02689888477683823,0.07657698342319778
308,47,honesty,0.0,0.0
308,47,harmlessness,0.05996119895512117,0.16062148341797922
308,47,fairness,0.0,0.0
308,47,compassion,0.045460409823217446,0.12501478293709092
309,32,honesty,0.0,0.0
309,32,harmlessness,0.0,0.0
309,32,fairness,0.008391651074823214,0.02475940858907268
309,32,compassion,0.0,0.0
309,40,honesty,0.0031549369996825335,0.009405463708143614
309,40,harmlessness,0.004933602428836117,0.014656191641151804
309,40,fairness,0.0,0.0
309,40,compassion,0.026236776461043932,0.07478604014761267
309,47,honesty,0.06629393582944214,0.1755994501309883
309,47,harmlessness,0.0,0.0
309,47,fairness,0.03927055888788956,0.10923243882127158
309,47,compassion,0.0,0.0
310,32,honesty,0.019148138947373102,0.055325650361179986
310,32,harmlessness,0.0,0.0
310,32,fairness,0.004426281677587902,0.01316232471928484
310,32,compassion,0.0,0.0
310,40,honesty,0.0,0.0
310,40,harmlessness,0.0,0.0
310,40,fairness,0.008214113988723657,0.024244055101859827
310,40,compassion,0.03259205148691489,0.0917927278371586
310,47,honesty,0.032277566830928875,0.09096071911250045
310,47,harmlessness,0.011752526759662417,0.034447880992628195
310,47,fairness,0.03009791301060284,0.08516703878251498
310,47,compassion,0.051828648916044995,0.1408824524184776
311,32,honesty,0.0,0.0
311,32,harmlessness,0.040386478681056666,0.11210442972119583
311,32,fairness,0.0,0.0
311,32,compassion,0.0,0.0
311,40,honesty,0.0,0.0
311,40,harmlessness,0.03843103538124229,0.10706394929676764
311,40,fairness,0.0,0.0
311,40,compassion,0.0037886734881710494,0.011280543869531855
311,47,honesty,0.029036990062744177,0.08232975370767658
311,47,harmlessness,0.0,0.0
311,47,fairness,0.0,0.0
311,47,compassion,0.0,0.0
312,32,honesty,0.037483778334992224,0.10460905011247636
312,32,harmlessness,0.0130596336481187,0.03818162487835372
312,32,fairness,0.0,0.0
312,32,compassion,0.0,0.0
312,40,honesty,0.030340308638282642,0.08581369776375844
312,40,harmlessness,0.0,0.0
312,40,fairness,0.00999258916592477,0.029390395208293042
312,40,compassion,0.0,0.0
312,47,honesty,0.013284691589855737,0.03882258269394573
312,47,harmlessness,0.0417453270131729,0.11558565879099268
312,47,fairness,0.008645439857193933,0.025495480288650205
312,47,compassion,0.03662802551790386,0.10238384069454963
313,32,honesty,0.039426190861131125,0.10963369464372448
313,32,harmlessness,0.0,0.0
313,32,fairness,0.0,0.0
313,32,compassion,0.0,0.0
313,40,honesty,0.0,0.0
313,40,harmlessness,0.0,0.0
313,40,fairness,0.0085972186552672,0.025355679327144994
313,40,compassion,0.0,0.0
313,47,honesty,0.0,0.0
313,47,harmlessness,0.0,0.0
313,47,fairness,0.0,0.0
313,47,compassion,0.0,0.0
314,32,honesty,0.0,0.0
314,32,harmlessness,0.013036495053613163,0.03811569502161097
314,32,fairness,0.034401081675745536,0.09655972692234974
314,32,compassion,0.0,0.0
314,40,honesty,0.0,0.0
314,40,harmlessness,0.0,0.0
314,40,fairness,0.0,0.0
314,40,compassion,0.02302003932109623,0.06602052767703877
314,47,honesty,0.0,0.0
314,47,harmlessness,0.04680949792888227,0.12840714574137743
314,47,fairness,0.019241157624327997,0.05558445437673399
314,47,compassion,0.0059833805131850005,0.01773787660905915
315,32,honesty,0.003788008250166726,0.011278578057039747
315,32,harmlessness,0.04379797543578578,0.12081134193453147
315,32,fairness,0.0,0.0
315,32,compassion,0.02785626583878271,0.07915866773273429
315,40,honesty,0.018602325150514517,0.05380517281266202
315,40,harmlessness,0.03243630808702256,0.09138081192348298
315,40,fairness,0.023093472398206857,0.0662218330473455
315,40,compassion,0.004619557331086755,0.013731802297317054
315,47,honesty,0.0,0.0
315,47,harmlessness,0.0,0.0
315,47,fairness,0.0014262501467985473,0.004266580019636972
315,47,compassion,0.016996342177932694,0.04931275366378644
316,32,honesty,0.01796611553650473,0.05202883450559962
316,32,harmlessness,0.0,0.0
316,32,fairness,0.0,0.0
316,32,compassion,0.0,0.0
316,40,honesty,0.01946553610134226,0.056208356710534695
316,40,harmlessness,0.0,0.0
316,40,fairness,0.0,0.0
316,40,compassion,0.03283252419249591,0.09242826601731954
316,47,honesty,0.018118767854245304,0.05245544741396742
316,47,harmlessness,0.019705149760197778,0.05687402684759846
316,47,fairness,0.0,0.0
316,47,compassion,0.0,0.0
317,32,honesty,0.0,0.0
317,32,harmlessness,0.008604419867526199,0.025376558474759277
317,32,fairness,0.0,0.0
317,32,compassion,0.0184850603214713,0.05347808954228166
317,40,honesty,0.05108429522439437,0.13904668215121294
317,40,harmlessness,0.0,0.0
317,40,fairness,0.001963314898944606,0.00586690752293281
317,40,compassion,0.0,0.0
317,47,honesty,0.029838567663886404,0.08447450643914363
317,47,harmlessness,0.0,0.0
317,47,fairness,0.0026017288794353667,0.00776478291838349
317,47,compassion,0.0,0.0
318,32,honesty,0.012219877585235194,0.035785054778165355
318,32,harmlessness,0.09207731214559337,0.2332735360486621
318,32,fairness,0.007803793150867898,0.023051599622108575
318,32,compassion,0.0,0.0
318,40,honesty,0.0037683782264084998,0.011220567991014944
318,40,harmlessness,0.006198117945575389,0.018366676186185826
318,40,fairness,0.0,0.0
318,40,compassion,0.01518033015461346,0.0441990772921909
318,47,honesty,0.01946837209844856,0.05621623897852713
318,47,harmlessness,0.06729147464051813,0.17792830753315866
318,47,fairness,0.0,0.0
318,47,compassion,0.07710994737249079,0.20042094506487726
319,32,honesty,0.0,0.0
319,32,harmlessness,0.007210816600138898,0.021324909773632352
319,32,fairness,0.0,0.0
319,32,compassion,0.0,0.0
319,40,honesty,0.0,0.0
319,40,harmlessness,0.0,0.0
319,40,fairness,0.0,0.0
319,40,compassion,0.014917143467233619,0.0434549819999813
319,47,honesty,0.0,0.0
319,47,harmlessness,0.0,0.0
319,47,fairness,0.030155532458094582,0.08532080855105907
319,47,compassion,0.0,0.0
320,32,honesty,0.0,0.0
320,32,harmlessness,0.0,0.0
320,32,fairness,0.0,0.0
320,32,compassion,0.048634430850682746,0.13296950058877868
320,40,honesty,0.026015716928586265,0.074187090113464
320,40,harmlessness,0.007255621773775525,0.021455519058824847
320,40,fairness,0.057634423091848186,0.1550328155109836
320,40,compassion,0.0,0.0
320,47,honesty,0.00202902989506504,0.006062487747439082
320,47,harmlessness,0.0,0.0
320,47,fairness,0.04132767086110259,0.11451752723640111
320,47,compassion,0.03494122942552531,0.09797682671528828
321,32,honesty,0.005808436278600884,0.017225205815077332
321,32,harmlessness,0.0,0.0
321,32,fairness,0.026565556367276796,0.0756759231002971
321,32,compassion,0.0,0.0
321,40,honesty,0.0,0.0
321,40,harmlessness,0.0,0.0
321,40,fairness,0.0,0.0
321,40,compassion,0.0,0.0
321,47,honesty,0.013180115424812726,0.038524823045517374
321,47,harmlessness,0.00031448109899304274,0.0009428502797947765
321,47,fairness,0.0,0.0
321,47,compassion,0.056135202388642204,0.15140707371392062
322,32,honesty,0.03149036371441301,0.0888737572615723
322,32,harmlessness,0.0,0.0
322,32,fairness,0.0,0.0
322,32,compassion,0.0,0.0
322,40,honesty,0.04161808648792927,0.11526042296094034
322,40,harmlessness,0.0,0.0
322,40,fairness,0.0,0.0
322,40,compassion,0.0,0.0
322,47,honesty,0.022861286192205493,0.06558513738518099
322,47,harmlessness,0.026348156521913333,0.07508762839416266
322,47,fairness,0.0,0.0
322,47,compassion,0.018836229413312186,0.054457153371725076
323,32,honesty,0.011321525671784982,0.03321254368347937
323,32,harmlessness,0.0,0.0
323,32,fairness,0.02627703436023029,0.07489506280330288
323,32,compassion,0.0,0.0
323,40,honesty,0.058709834987722635,0.15762162569327087
323,40,harmlessness,0.06222219786928972,0.16600784735581273
323,40,fairness,0.0,0.0
323,40,compassion,0.015853508917721897,0.04609886908877414
323,47,honesty,0.0,0.0
323,47,harmlessness,0.005635415222264545,0.016717821930414104
323,47,fairness,0.03977080109162655,0.1105213574294715
323,47,compassion,0.0,0.0
324,32,honesty,0.04847765327795982,0.13257874679552017
324,32,harmlessness,0.0,0.0
324,32,fairness,0.0,0.0
324,32,compassion,0.013478258156791103,0.039373404645719694
324,40,honesty,0.011304018548509374,0.03316232066960643
324,40,harmlessness,0.012345854976768057,0.03614508107222182
324,40,fairness,0.0,0.0
324,40,compassion,0.0,0.0
324,47,honesty,0.004759574542475186,0.014144083983318293
324,47,harmlessness,0.0,0.0
324,47,fairness,0.0,0.0
324,47,compassion,0.07533961242523265,0.19642210652153724
325,32,honesty,0.014616717083687671,0.042604670423028686
325,32,harmlessness,0.01117265990488229,0.032785379915353664
325,32,fairness,0.0,0.0
325,32,compassion,0.0,0.0
325,40,honesty,0.0006097033754628402,0.0018268824136401806
325,40,harmlessness,0.0,0.0
325,40,fairness,0.03639068566943833,0.10176542949479411
325,40,compassion,0.0,0.0
325,47,honesty,0.0,0.0
325,47,harmlessness,0.0,0.0
325,47,fairness,0.014003070514342582,0.040864747657042975
325,47,compassion,0.0,0.0
326,32,honesty,0.023586564625047306,0.0675721061767643
326,32,harmlessness,0.0,0.0
326,32,fairness,0.014495070567933071,0.04226008585057716
326,32,compassion,0.0,0.0
326,40,honesty,0.0024203079180289792,0.007225945726771433
326,40,harmlessness,0.023144245465061598,0.06636098647463941
326,40,fairness,0.0,0.0
326,40,compassion,0.0,0.0
326,47,honesty,0.0,0.0
326,47,harmlessness,0.0017614625157272535,0.005265836400315544
326,47,fairness,0.0,0.0
326,47,compassion,0.0,0.0
327,32,honesty,0.04029136306012061,0.11186009757378967
327,32,harmlessness,0.03177485016961021,0.08962867506655
327,32,fairness,0.0,0.0
327,32,compassion,0.010399793427137883,0.030563668601746332
327,40,honesty,0.0,0.0
327,40,harmlessness,0.029417548850143218,0.08334881110581623
327,40,fairness,0.030680239055203215,0.08671956329999622
327,40,compassion,0.0,0.0
327,47,honesty,0.0,0.0
327,47,harmlessness,0.0002969490116106686,0.0008903182765675144
327,47,fairness,0.0,0.0
327,47,compassion,0.0283860640559774,0.08058330637474054
328,32,honesty,0.005411944507254052,0.01606198042825354
328,32,harmlessness,0.022194729414632342,0.06375417492104554
328,32,fairness,0.0,0.0
328,32,compassion,0.0,0.0
328,40,honesty,0.0,0.0
328,40,harmlessness,0.0727463379720301,0.19051978113804013
328,40,fairness,0.0,0.0
328,40,compassion,0.0,0.0
328,47,honesty,0.05223334191873435,0.1418784541438126
328,47,harmlessness,0.0,0.0
328,47,fairness,0.0,0.0
328,47,compassion,0.0,0.0
329,32,honesty,0.0,0.0
329,32,harmlessness,0.012715761588842155,0.037201201547142605
329,32,fairness,0.004470336551935966,0.013292168720436958
329,32,compassion,0.0,0.0
329,40,honesty,0.02344429929219509,0.067182790959506
329,40,harmlessness,0.0,0.0
329,40,fairness,0.0,0.0
329,40,compassion,0.09353611633452846,0.2363869200888098
329,47,honesty,0.0,0.0
329,47,harmlessness,0.0,0.0
329,47,fairness,0.0,0.0
329,47,compassion,0.0,0.0
330,32,honesty,0.0,0.0
330,32,harmlessness,0.0,0.0
330,32,fairness,0.0,0.0
330,32,compassion,0.0,0.0
330,40,honesty,0.04661038329379114,0.12790751342736315
330,40,harmlessness,0.015185048668876175,0.044212410787476175
330,40,fairness,0.0,0.0
330,40,compassion,0.01652809088538283,0.04799765349756281
330,47,honesty,0.0,0.0
330,47,harmlessness,0.07964166769837647,0.20609716002978662
330,47,fairness,0.0030326905772336877,0.009043221148570842
330,47,compassion,0.0,0.0
331,32,honesty,0.003233274757940003,0.009637502884209828
331,32,harmlessness,0.0,0.0
331,32,fairness,0.007547686619352857,0.022306337369871865
331,32,compassion,0.021478867792084508,0.061782564314710284
331,40,honesty,0.0,0.0
331,40,harmlessness,0.011995781028610514,0.03514417932656808
331,40,fairness,0.014740011364367492,0.04295375637877174
331,40,compassion,0.0,0.0
331,47,honesty,0.006153864675953726,0.018237136290246966
331,47,harmlessness,0.06390788821967414,0.1699955512808283
331,47,fairness,0.0,0.0
331,47,compassion,0.0,0.0
332,32,honesty,0.02859487460596569,0.08114401779041475
332,32,harmlessness,0.010673953075283694,0.03135254797411844
332,32,fairness,0.0,0.0
332,32,compassion,0.0,0.0
332,40,honesty,0.021840658615230147,0.06277967686492773
332,40,harmlessness,0.0,0.0
332,40,fairness,0.03140257990665612,0.08864064955849149
332,40,compassion,0.0,0.0
332,47,honesty,0.0,0.0
332,47,harmlessness,0.005961396552806232,0.017673472502315855
332,47,fairness,0.0,0.0
332,47,compassion,0.016079433048860003,0.04673534349315275
333,32,honesty,0.017877477782653414,0.05178100578692195
333,32,harmlessness,0.030794823485847833,0.08702465281295899
333,32,fairness,0.0,0.0
333,32,compassion,0.0,0.0
333,40,honesty,0.028836468599514112,0.08179220887284872
333,40,harmlessness,0.0,0.0
333,40,fairness,0.0,0.0
333,40,compassion,0.0,0.0
333,47,honesty,0.004826673276702969,0.014341575630426517
333,47,harmlessness,0.011521446621892422,0.033785816893838486
333,47,fairness,0.0,0.0
333,47,compassion,0.0,0.0
334,32,honesty,0.0,0.0
334,32,harmlessness,0.024636584148947024,0.07043899975707538
334,32,fairness,0.0,0.0
334,32,compassion,0.0035058108268815683,0.010444201689919394
334,40,honesty,0.0,0.0
334,40,harmlessness,0.011577805603993992,0.03394734528306402
334,40,fairness,0.030048544979248942,0.08503526308262573
334,40,compassion,0.022382002312319824,0.06426906616205975
334,47,honesty,0.01091562061437016,0.032047231012170614
334,47,harmlessness,0.0,0.0
334,47,fairness,0.0013838981934048557,0.004140235252043419
334,47,compassion,0.0,0.0
335,32,honesty,0.026346444326081513,0.07508299317899275
335,32,harmlessness,0.0,0.0
335,32,fairness,0.0,0.0
335,32,compassion,0.09095291416566,0.2308633530322945
335,40,honesty,0.0,0.0
335,40,harmlessness,0.0,0.0
335,40,fairness,0.04050276536397724,0.11240302906693496
335,40,compassion,0.0,0.0
335,47,honesty,0.0,0.0
335,47,harmlessness,0.0,0.0
335,47,fairness,0.022411034256578834,0.06434885402584682
335,47,compassion,0.0,0.0
336,32,honesty,0.0,0.0
336,32,harmlessness,0.022718816496663154,0.06519418025429408
336,32,fairness,0.027084050736973328,0.07707703552907032
336,32,compassion,0.0,0.0
336,40,honesty,0.01417546659794663,0.04135397598335133
336,40,harmlessness,0.05337287730150811,0.14467517154557147
336,40,fairness,0.0,0.0
336,40,compassion,0.0,0.0
336,47,honesty,0.0,0.0
336,47,harmlessness,0.0,0.0
336,47,fairness,0.033043688621664,0.0929858733730846
336,47,compassion,0.0,0.0
337,32,honesty,0.0,0.0
337,32,harmlessness,0.0,0.0
337,32,fairness,0.0,0.0
337,32,compassion,0.0,0.0
337,40,honesty,0.0,0.0
337,40,harmlessness,0.04568806424788078,0.1255884100493908
337,40,fairness,0.033271286858104925,0.09358638186052728
337,40,compassion,0.0,0.0
337,47,honesty,0.0,0.0
337,47,harmlessness,0.0,0.0
337,47,fairness,0.0,0.0
337,47,compassion,0.03610802543473898,0.10102821741604702
338,32,honesty,0.0016349598925712637,0.004888893388495298
338,32,harmlessness,0.0,0.0
338,32,fairness,0.03603399523222295,0.10083500921414178
338,32,compassion,0.006535944504804484,0.019354829333565166
338,40,honesty,0.0,0.0
338,40,harmlessness,0.021296004061498473,0.061278056695940455
338,40,fairness,0.0,0.0
338,40,compassion,0.0,0.0
338,47,honesty,0.0058803136298900644,0.017435883957501237
338,47,harmlessness,0.0,0.0
338,47,fairness,0.0,0.0
338,47,compassion,0.0,0.0
339,32,honesty,0.0,0.0
339,32,harmlessness,0.0,0.0
339,32,fairness,0.0,0.0
339,32,compassion,0.012450759421192382,0.03644474866791703
339,40,honesty,0.0,0.0
339,40,harmlessness,0.0,0.0
339,40,fairness,0.0,0.0
339,40,compassion,0.05609086905294458,0.15129955958943533
339,47,honesty,0.0,0.0
339,47,harmlessness,0.0,0.0
339,47,fairness,0.0,0.0
339,47,compassion,0.022095826672712246,0.06348210101638159
340,32,honesty,0.009364237375303768,0.027576251005243194
340,32,harmlessness,0.0,0.0
340,32,fairness,0.02015894845215959,0.058133043309588454
340,32,compassion,0.0,0.0
340,40,honesty,0.0,0.0
340,40,harmlessness,0.021678401754561604,0.06233266035641099
340,40,fairness,0.00895026259467498,0.02637859704319354
340,40,compassion,0.0,0.0
340,47,honesty,0.0,0.0
340,47,harmlessness,0.0,0.0
340,47,fairness,0.0,0.0
340,47,compassion,0.0,0.0
341,32,honesty,0.0,0.0
341,32,harmlessness,0.0,0.0
341,32,fairness,0.0,0.0
341,32,compassion,0.0,0.0
341,40,honesty,0.018045455968152303,0.05225059623704627
341,40,harmlessness,0.034929298227665835,0.09794555563714871
341,40,fairness,0.06924259900843617,0.18245981360772157
341,40,compassion,0.0,0.0
341,47,honesty,0.010538364157111367,0.03096250418274637
341,47,harmlessness,0.0,0.0
341,47,fairness,0.0,0.0
341,47,compassion,0.0,0.0
342,32,honesty,0.00834762466617222,0.024631642584109752
342,32,harmlessness,0.08182708473968152,0.210957224798908
342,32,fairness,0.006976974619061024,0.02064287423793795
342,32,compassion,0.0,0.0
342,40,honesty,0.03402099421568576,0.09556083351831207
342,40,harmlessness,0.0,0.0
342,40,fairness,0.027902770454831877,0.07928383411624644
342,40,compassion,0.0,0.0
342,47,honesty,0.004344713093249987,0.012921855767862516
342,47,harmlessness,0.0,0.0
342,47,fairness,0.03744980917226901,0.10452085534260151
342,47,compassion,0.0,0.0
343,32,honesty,0.0,0.0
343,32,harmlessness,0.0,0.0
343,32,fairness,0.010647266973232736,0.0312757973904642
343,32,compassion,0.008736579193889985,0.02575963539244628
343,40,honesty,0.02094012520416937,0.060295197637048256
343,40,harmlessness,0.0,0.0
343,40,fairness,0.0,0.0
343,40,compassion,0.0,0.0
343,47,honesty,0.0006208344707098314,0.0018601936674276234
343,47,harmlessness,0.026779404270518364,0.07625413233724186
343,47,fairness,0.00011725671910418016,0.0003516876818251002
343,47,compassion,0.0,0.0
344,32,honesty,0.0,0.0
344,32,harmlessness,0.0,0.0
344,32,fairness,0.03057539813324767,0.0864403011546222
344,32,compassion,0.02622687249917427,0.07475921661302681
344,40,honesty,0.022144242075661263,0.06361530097784489
344,40,harmlessness,0.0,0.0
344,40,fairness,0.0,0.0
344,40,compassion,0.0,0.0
344,47,honesty,0.058975044103384874,0.15825852529243825
344,47,harmlessness,0.0,0.0
344,47,fairness,0.0,0.0
344,47,compassion,0.010640060827658745,0.031255070774548296
345,32,honesty,0.023330964532774,0.06687249402566035
345,32,harmlessness,0.0031317292677148123,0.009336707721473563
345,32,fairness,0.039065861947918896,0.10870432920780984
345,32,compassion,0.0,0.0
345,40,honesty,0.001821738490632785,0.005445375372075846
345,40,harmlessness,0.0,0.0
345,40,fairness,0.0,0.0
345,40,compassion,0.0,0.0
345,47,honesty,0.0,0.0
345,47,harmlessness,0.030331001758988344,0.08578887994022766
345,47,fairness,0.017650099427310217,0.05114487405731298
345,47,compassion,0.03582772284659515,0.10029638627951074
346,32,honesty,0.02759059622413807,0.07844319939058392
346,32,harmlessness,0.0,0.0
346,32,fairness,0.0,0.0
346,32,compassion,0.0,0.0
346,40,honesty,0.0,0.0
346,40,harmlessness,0.026492345943186456,0.07547786633742982
346,40,fairness,0.021377760225058638,0.061503659695315786
346,40,compassion,0.016112891913831782,0.046829556574577665
346,47,honesty,0.0,0.0
346,47,harmlessness,0.0,0.0
346,47,fairness,0.0,0.0
346,47,compassion,0.0,0.0
347,32,honesty,0.0,0.0
347,32,harmlessness,0.015362745732425912,0.044714366316658975
347,32,fairness,0.02251307026717574,0.06462920704260326
347,32,compassion,0.0,0.0
347,40,honesty,0.0,0.0
347,40,harmlessness,0.018995996170254017,0.05490214657847517
347,40,fairness,0.0,0.0
347,40,compassion,0.03864361672374646,0.10761368609209446
347,47,honesty,0.0,0.0
347,47,harmlessness,0.0,0.0
347,47,fairness,0.0,0.0
347,47,compassion,0.0,0.0
348,32,honesty,0.025317389538607984,0.07229169462915892
348,32,harmlessness,0.08340722534035874,0.21444855767349927
348,32,fairness,0.0,0.0
348,32,compassion,0.025226464471344804,0.07204453557972165
348,40,honesty,0.0,0.0
348,40,harmlessness,0.0009375747288083038,0.0028074597797416484
348,40,fairness,0.0,0.0
348,40,compassion,0.0,0.0
348,47,honesty,0.028632812773753014,0.08124584422838532
348,47,harmlessness,0.010718012975247273,0.03147924892880194
348,47,fairness,0.0,0.0
348,47,compassion,0.023890389562716136,0.06840282825952515
349,32,honesty,0.0,0.0
349,32,harmlessness,0.0,0.0
349,32,fairness,0.012046280034152129,0.03528864627240923
349,32,compassion,0.03600888543486382,0.10076946412646637
349,40,honesty,0.028586867309989977,0.08112252425642992
349,40,harmlessness,0.0,0.0
349,40,fairness,0.013147378891161804,0.038431587391827116
349,40,compassion,0.00505884739520982,0.015024528590976033
349,47,honesty,0.0,0.0
349,47,harmlessness,0.041856200194915885,0.11586893398984663
349,47,fairness,0.0,0.0
349,47,compassion,0.0,0.0
350,32,honesty,0.05899704110689621,0.15831132394745795
350,32,harmlessness,0.007081944269109539,0.02094911192110343
350,32,fairness,0.0,0.0
350,32,compassion,0.0,0.0
350,40,honesty,0.0,0.0
350,40,harmlessness,0.0,0.0
350,40,fairness,0.0,0.0
350,40,compassion,0.005303830179062482,0.015744478457197675
350,47,honesty,0.0,0.0
350,47,harmlessness,0.0,0.0
350,47,fairness,0.0,0.0
